City,Locality,Size_sqft,Property_Type,Age_years,Distance_to_metro_km,Amenities_score,Price_per_sqft,Total_Price_Cr,Estimated_Monthly_Rent
Pune,Wakad,3500,Apartment,21,1.08,8,13000,4.55,113750
Pune,Wakad,1200,Apartment,7,1.73,9,7500,0.9,22500
Pune,Wakad,2500,Villa,3,9.14,8,21500,5.38,134375
Pune,Wakad,1000,Apartment,7,0.36,7,6000,0.6,15000
Pune,Wakad,2000,Villa,18,3.28,10,14000,2.8,70000
Pune,Wakad,1800,Apartment,13,9.28,6,10500,1.89,47250
Pune,Wakad,1200,Apartment,5,5.6,7,7500,0.9,22500
Pune,Wakad,2500,Villa,13,8.88,9,21000,5.25,131250
Pune,Wakad,900,Villa,15,2.2,10,9000,0.81,20250
Pune,Wakad,1200,Villa,10,1.91,8,10500,1.26,31500
Pune,Wakad,3500,Villa,7,3.91,6,29000,10.15,253750
Pune,Wakad,2200,Villa,15,7.67,7,16500,3.63,90750
Pune,Wakad,750,Apartment,20,7.46,10,4000,0.3,7500
Pune,Wakad,3500,Apartment,25,6.1,10,13000,4.55,113750
Pune,Wakad,3500,Villa,7,2.5,9,24000,8.4,210000
Pune,Wakad,2200,Villa,9,7.52,10,18000,3.96,99000
Pune,Wakad,1200,Apartment,17,3.62,8,7000,0.84,21000
Pune,Wakad,2200,Villa,0,9.63,7,20000,4.4,110000
Pune,Wakad,2000,Apartment,2,3.71,7,10000,2.0,50000
Pune,Wakad,1500,Villa,5,9.12,10,15500,2.33,58125
Pune,Wakad,2000,Villa,25,8.17,5,12500,2.5,62500
Pune,Wakad,1800,Villa,2,3.62,8,18500,3.33,83250
Pune,Wakad,2500,Villa,10,3.82,5,19500,4.88,121875
Pune,Wakad,1350,Villa,22,8.0,9,9500,1.28,32062
Pune,Wakad,1000,Villa,11,7.49,9,9500,0.95,23750
Pune,Wakad,3000,Villa,23,8.11,8,17500,5.25,131250
Pune,Wakad,3500,Apartment,0,0.8,10,23000,8.05,201250
Pune,Wakad,3500,Villa,5,4.2,10,27500,9.62,240625
Pune,Wakad,1200,Villa,0,7.56,6,14500,1.74,43500
Pune,Wakad,3500,Villa,9,3.76,9,24500,8.57,214375
Pune,Wakad,1000,Apartment,3,7.57,6,7500,0.75,18750
Pune,Wakad,3000,Apartment,22,5.59,9,12000,3.6,90000
Pune,Wakad,3500,Villa,13,7.56,8,23000,8.05,201250
Pune,Wakad,2500,Apartment,23,4.98,7,9500,2.38,59375
Pune,Wakad,1350,Villa,21,9.01,7,7500,1.01,25312
Pune,Wakad,1500,Villa,2,5.39,7,13500,2.02,50625
Pune,Wakad,1500,Villa,12,4.63,9,13000,1.95,48750
Pune,Wakad,1500,Apartment,0,1.5,9,11000,1.65,41250
Pune,Wakad,3500,Apartment,19,8.44,5,14000,4.9,122500
Pune,Wakad,2500,Villa,6,5.64,10,22000,5.5,137500
Pune,Wakad,1350,Villa,1,6.12,9,13000,1.75,43875
Pune,Wakad,2500,Villa,19,7.39,6,14000,3.5,87500
Pune,Wakad,1000,Apartment,11,6.59,9,6500,0.65,16250
Pune,Wakad,1200,Villa,0,0.96,8,13500,1.62,40500
Pune,Wakad,3500,Apartment,15,6.09,6,16000,5.6,140000
Pune,Wakad,1500,Villa,6,4.12,7,15000,2.25,56250
Pune,Wakad,2500,Apartment,12,3.6,8,13000,3.25,81250
Pune,Wakad,1500,Apartment,19,8.74,7,7500,1.12,28125
Pune,Wakad,3500,Villa,6,8.52,6,28000,9.8,245000
Pune,Wakad,2500,Apartment,25,2.06,5,9000,2.25,56250
Pune,Wakad,1800,Apartment,8,7.15,9,10500,1.89,47250
Pune,Wakad,2500,Villa,7,5.49,9,19000,4.75,118750
Pune,Wakad,3500,Villa,20,2.35,5,22500,7.88,196875
Pune,Wakad,750,Apartment,15,0.7,7,4500,0.34,8437
Pune,Wakad,3500,Apartment,12,8.62,10,15000,5.25,131250
Pune,Wakad,2200,Villa,22,6.77,10,14500,3.19,79750
Pune,Wakad,3000,Apartment,8,7.28,5,16500,4.95,123750
Pune,Wakad,3000,Apartment,1,9.32,7,16000,4.8,120000
Pune,Wakad,1800,Villa,15,0.81,9,14000,2.52,63000
Pune,Wakad,3500,Apartment,25,7.34,5,13000,4.55,113750
Pune,Wakad,1800,Villa,16,5.46,7,12500,2.25,56250
Pune,Wakad,2200,Villa,21,5.77,6,13000,2.86,71500
Pune,Wakad,3000,Apartment,1,3.98,7,19000,5.7,142500
Pune,Wakad,1350,Villa,16,6.29,7,10500,1.42,35437
Pune,Wakad,2500,Apartment,4,6.04,7,15000,3.75,93750
Pune,Wakad,3000,Apartment,13,2.16,7,16500,4.95,123750
Pune,Wakad,1200,Apartment,10,6.14,6,8000,0.96,24000
Pune,Wakad,2500,Villa,8,5.05,8,17000,4.25,106250
Pune,Wakad,1800,Villa,8,5.34,9,16000,2.88,72000
Pune,Wakad,2000,Apartment,13,2.22,7,10000,2.0,50000
Pune,Wakad,2500,Apartment,24,1.12,9,10500,2.62,65625
Pune,Wakad,3500,Villa,20,4.53,5,20500,7.17,179375
Pune,Wakad,1500,Apartment,4,2.98,6,11500,1.73,43125
Pune,Wakad,1500,Villa,1,5.71,7,15500,2.33,58125
Pune,Wakad,1350,Villa,22,9.25,8,9000,1.22,30375
Pune,Wakad,1200,Apartment,15,5.17,8,7500,0.9,22500
Pune,Wakad,2200,Villa,22,0.66,8,13000,2.86,71500
Pune,Wakad,2500,Apartment,3,4.91,5,16000,4.0,100000
Pune,Wakad,2200,Apartment,2,0.42,7,13500,2.97,74250
Pune,Wakad,1500,Villa,5,5.66,9,14000,2.1,52500
Pune,Wakad,3500,Apartment,18,1.13,9,17500,6.12,153125
Pune,Wakad,750,Apartment,16,9.73,8,5000,0.38,9375
Pune,Wakad,1000,Villa,7,2.6,10,10000,1.0,25000
Pune,Wakad,1000,Apartment,10,4.99,7,6000,0.6,15000
Pune,Wakad,3500,Apartment,21,1.33,8,14500,5.08,126875
Pune,Wakad,2200,Apartment,18,8.42,7,10000,2.2,55000
Pune,Wakad,1350,Apartment,0,5.2,8,9000,1.22,30375
Pune,Wakad,3500,Villa,21,7.76,8,21500,7.53,188125
Pune,Wakad,3500,Apartment,8,1.46,7,17500,6.12,153125
Pune,Wakad,900,Villa,20,0.65,7,7500,0.68,16875
Pune,Wakad,3000,Apartment,4,2.85,5,17500,5.25,131250
Pune,Wakad,3500,Villa,9,4.39,5,26500,9.28,231875
Pune,Wakad,1000,Villa,17,5.9,5,7500,0.75,18750
Pune,Wakad,2200,Apartment,8,5.84,6,11500,2.53,63250
Pune,Wakad,2200,Apartment,2,1.33,6,12500,2.75,68750
Pune,Wakad,1350,Villa,12,3.86,7,11500,1.55,38812
Pune,Wakad,3500,Apartment,24,9.67,5,13500,4.72,118125
Pune,Wakad,2000,Villa,15,9.71,10,15000,3.0,75000
Pune,Wakad,2000,Apartment,21,7.1,7,10000,2.0,50000
Pune,Baner,3500,Villa,3,3.07,9,34500,12.07,301875
Pune,Baner,1500,Villa,15,4.98,8,17000,2.55,63750
Pune,Baner,2500,Villa,8,7.65,5,23500,5.88,146875
Pune,Baner,2500,Villa,25,9.27,9,16500,4.12,103125
Pune,Baner,1500,Villa,13,0.85,5,16000,2.4,60000
Pune,Baner,900,Villa,16,6.22,8,9000,0.81,20250
Pune,Baner,3500,Apartment,7,5.6,8,22000,7.7,192500
Pune,Baner,3000,Apartment,20,8.56,7,14500,4.35,108750
Pune,Baner,2500,Apartment,13,5.72,8,15000,3.75,93750
Pune,Baner,2000,Apartment,4,0.46,10,15500,3.1,77500
Pune,Baner,2000,Villa,7,9.65,7,23500,4.7,117500
Pune,Baner,3000,Apartment,1,1.07,5,20000,6.0,150000
Pune,Baner,3000,Villa,3,6.93,8,32500,9.75,243750
Pune,Baner,1000,Villa,14,1.52,7,11000,1.1,27500
Pune,Baner,1800,Apartment,18,5.94,9,10500,1.89,47250
Pune,Baner,750,Villa,3,8.83,6,11000,0.82,20625
Pune,Baner,1500,Apartment,12,6.59,5,10500,1.57,39375
Pune,Baner,2500,Villa,22,1.57,7,20500,5.12,128125
Pune,Baner,3000,Villa,23,3.3,10,23500,7.05,176250
Pune,Baner,2500,Villa,19,3.22,7,22500,5.62,140625
Pune,Baner,1500,Apartment,6,2.09,5,11500,1.73,43125
Pune,Baner,3000,Apartment,8,2.49,8,23000,6.9,172500
Pune,Baner,3000,Apartment,0,6.28,8,23000,6.9,172500
Pune,Baner,1200,Apartment,0,4.85,10,10500,1.26,31500
Pune,Baner,2500,Villa,14,1.74,10,22000,5.5,137500
Pune,Baner,3000,Villa,23,7.76,7,21500,6.45,161250
Pune,Baner,3000,Villa,19,4.43,10,23500,7.05,176250
Pune,Baner,3500,Villa,22,0.63,7,25500,8.93,223125
Pune,Baner,1000,Apartment,4,4.62,5,8500,0.85,21250
Pune,Baner,1500,Apartment,3,1.14,10,12500,1.88,46875
Pune,Baner,1500,Apartment,0,5.52,8,12500,1.88,46875
Pune,Baner,3500,Apartment,4,8.35,8,26500,9.28,231875
Pune,Baner,3500,Apartment,25,1.6,5,16500,5.78,144375
Pune,Baner,2000,Villa,24,3.83,6,15500,3.1,77500
Pune,Baner,2500,Apartment,13,9.4,5,15000,3.75,93750
Pune,Baner,1350,Villa,4,7.1,8,14500,1.96,48937
Pune,Baner,2500,Villa,0,7.72,9,30000,7.5,187500
Pune,Baner,1800,Villa,6,0.92,9,21000,3.78,94500
Pune,Baner,2200,Villa,1,4.06,5,23500,5.17,129250
Pune,Baner,1200,Villa,20,9.83,8,10000,1.2,30000
Pune,Baner,2500,Villa,23,6.53,5,20500,5.12,128125
Pune,Baner,2500,Villa,12,4.51,9,22500,5.62,140625
Pune,Baner,3000,Villa,23,8.73,6,21000,6.3,157500
Pune,Baner,900,Apartment,16,7.64,8,6000,0.54,13500
Pune,Baner,3000,Apartment,10,4.12,7,18000,5.4,135000
Pune,Baner,3500,Villa,13,7.5,5,36000,12.6,315000
Pune,Baner,2500,Villa,19,2.51,8,20500,5.12,128125
Pune,Baner,3500,Apartment,13,4.9,6,20500,7.17,179375
Pune,Baner,1800,Apartment,23,1.93,8,9000,1.62,40500
Pune,Baner,2200,Apartment,14,0.86,9,12000,2.64,66000
Pune,Baner,1500,Villa,18,5.96,9,15500,2.33,58125
Pune,Baner,3500,Apartment,14,4.37,7,22500,7.88,196875
Pune,Baner,2200,Villa,13,7.1,8,21000,4.62,115500
Pune,Baner,1350,Apartment,19,0.37,7,6500,0.88,21937
Pune,Baner,3500,Apartment,23,7.01,10,17000,5.95,148750
Pune,Baner,2500,Apartment,4,3.87,6,19000,4.75,118750
Pune,Baner,1350,Villa,19,9.8,5,12000,1.62,40500
Pune,Baner,2500,Villa,15,9.13,6,17500,4.38,109375
Pune,Baner,1500,Apartment,17,7.26,5,10500,1.57,39375
Pune,Baner,2200,Villa,8,8.68,10,23500,5.17,129250
Pune,Baner,1350,Apartment,5,4.73,5,9000,1.22,30375
Pune,Baner,2000,Apartment,13,9.68,9,12500,2.5,62500
Pune,Baner,1500,Apartment,3,7.06,8,11500,1.73,43125
Pune,Baner,1800,Villa,10,5.63,5,18500,3.33,83250
Pune,Baner,3000,Apartment,8,4.35,10,20000,6.0,150000
Pune,Baner,3000,Apartment,19,8.32,10,17000,5.1,127500
Pune,Baner,900,Villa,14,5.71,5,8000,0.72,18000
Pune,Baner,1200,Apartment,25,4.85,9,6500,0.78,19500
Pune,Baner,900,Apartment,16,8.62,6,6000,0.54,13500
Pune,Baner,3500,Apartment,3,1.55,7,24000,8.4,210000
Pune,Baner,1350,Villa,23,3.19,10,11000,1.49,37125
Pune,Baner,2500,Villa,24,2.51,10,20500,5.12,128125
Pune,Baner,1200,Villa,4,1.91,7,15000,1.8,45000
Pune,Baner,1200,Apartment,3,3.63,8,10000,1.2,30000
Pune,Baner,2500,Apartment,24,9.88,6,11500,2.88,71875
Pune,Baner,2500,Villa,10,8.94,9,24500,6.12,153125
Pune,Baner,1350,Villa,2,4.77,7,15000,2.02,50625
Pune,Baner,2500,Apartment,11,2.09,6,18000,4.5,112500
Pune,Baner,3000,Apartment,13,0.68,6,18500,5.55,138750
Pune,Baner,2500,Villa,13,6.18,8,21000,5.25,131250
Pune,Baner,3000,Villa,25,4.46,5,20500,6.15,153750
Pune,Baner,2500,Apartment,4,5.49,10,20000,5.0,125000
Pune,Baner,3000,Apartment,2,4.93,7,24000,7.2,180000
Pune,Baner,2000,Apartment,12,8.97,8,13000,2.6,65000
Pune,Baner,1000,Apartment,12,3.56,10,8000,0.8,20000
Pune,Baner,3500,Apartment,4,9.63,10,25000,8.75,218750
Pune,Baner,3500,Villa,16,5.24,8,25000,8.75,218750
Pune,Baner,2200,Villa,21,9.6,10,17000,3.74,93500
Pune,Baner,2000,Apartment,11,1.69,7,12000,2.4,60000
Pune,Baner,3000,Apartment,19,3.01,10,17500,5.25,131250
Pune,Baner,2500,Apartment,14,4.23,9,14500,3.62,90625
Pune,Baner,3500,Villa,25,1.8,10,24000,8.4,210000
Pune,Baner,2200,Villa,25,4.56,6,14000,3.08,77000
Pune,Baner,2000,Apartment,2,3.37,9,16000,3.2,80000
Pune,Baner,2000,Apartment,12,1.14,9,13500,2.7,67500
Pune,Baner,3000,Apartment,9,5.84,5,20500,6.15,153750
Pune,Baner,3000,Villa,17,9.12,9,24500,7.35,183750
Pune,Baner,2000,Apartment,24,2.8,5,10500,2.1,52500
Pune,Baner,750,Villa,25,4.66,6,7000,0.53,13125
Pune,Baner,2000,Villa,23,9.96,9,16500,3.3,82500
Pune,Baner,1200,Apartment,23,3.09,7,8000,0.96,24000
Pune,Baner,1800,Villa,20,4.23,5,18000,3.24,81000
Pune,Baner,900,Apartment,24,1.94,8,6500,0.58,14625
Pune,Baner,2000,Apartment,18,2.5,8,12000,2.4,60000
Pune,Baner,2000,Apartment,7,5.57,7,15000,3.0,75000
Pune,Baner,2000,Apartment,9,9.91,10,16500,3.3,82500
Pune,Baner,2200,Apartment,16,6.23,5,15000,3.3,82500
Pune,Baner,2000,Apartment,16,1.95,7,12000,2.4,60000
Pune,Baner,2500,Apartment,3,4.03,10,17500,4.38,109375
Pune,Baner,2500,Apartment,13,7.88,5,13500,3.38,84375
Pune,Baner,1000,Apartment,13,5.0,8,7500,0.75,18750
Pune,Baner,1500,Apartment,14,3.62,7,11500,1.73,43125
Pune,Baner,3500,Villa,16,8.16,9,27500,9.62,240625
Pune,Baner,3000,Villa,16,5.19,7,24000,7.2,180000
Pune,Baner,3000,Villa,15,2.83,8,20000,6.0,150000
Pune,Baner,3500,Villa,15,9.68,6,31000,10.85,271250
Pune,Baner,1350,Apartment,16,5.84,8,9500,1.28,32062
Pune,Baner,2500,Apartment,4,5.96,10,19000,4.75,118750
Pune,Baner,1500,Villa,14,7.26,5,14000,2.1,52500
Pune,Baner,1350,Villa,17,4.74,5,12500,1.69,42187
Pune,Baner,3000,Apartment,13,4.13,5,18000,5.4,135000
Pune,Baner,2200,Villa,18,9.68,5,19500,4.29,107250
Pune,Baner,3000,Apartment,4,9.59,7,20500,6.15,153750
Pune,Baner,2000,Villa,11,8.99,7,18000,3.6,90000
Pune,Baner,2500,Apartment,0,9.68,6,17000,4.25,106250
Pune,Baner,3000,Apartment,13,5.4,7,17500,5.25,131250
Pune,Baner,1800,Apartment,6,6.97,10,14500,2.61,65250
Pune,Baner,2500,Apartment,0,0.8,9,18500,4.62,115625
Pune,Baner,2200,Apartment,2,0.78,8,15000,3.3,82500
Pune,Baner,2500,Villa,18,3.36,9,19000,4.75,118750
Pune,Baner,2500,Villa,10,5.06,8,22500,5.62,140625
Pune,Baner,3000,Apartment,4,3.3,9,20500,6.15,153750
Pune,Baner,3500,Villa,14,9.76,10,27000,9.45,236250
Pune,Baner,2500,Villa,4,5.89,5,22500,5.62,140625
Pune,Baner,3500,Villa,21,9.84,8,28000,9.8,245000
Pune,Baner,1800,Villa,12,7.25,9,16000,2.88,72000
Pune,Baner,900,Villa,21,6.19,10,8500,0.77,19125
Pune,Baner,1800,Apartment,20,0.92,6,10000,1.8,45000
Pune,Baner,3500,Villa,0,6.08,9,35500,12.43,310625
Pune,Baner,3500,Apartment,3,8.46,6,26500,9.28,231875
Pune,Baner,3000,Apartment,17,0.59,9,17000,5.1,127500
Pune,Baner,3000,Villa,6,2.41,9,33500,10.05,251250
Pune,Baner,750,Apartment,3,1.6,5,6500,0.49,12187
Pune,Baner,1800,Apartment,25,6.32,6,8500,1.53,38250
Pune,Baner,3500,Villa,18,5.58,5,27000,9.45,236250
Pune,Baner,3000,Villa,19,2.62,8,22500,6.75,168750
Pune,Baner,3000,Villa,1,2.37,5,37500,11.25,281250
Pune,Baner,2000,Apartment,13,2.41,8,12500,2.5,62500
Pune,Baner,750,Villa,16,3.86,8,8000,0.6,15000
Pune,Baner,1800,Apartment,2,9.56,5,14500,2.61,65250
Pune,Kharadi,3000,Villa,5,8.06,6,27000,8.1,202500
Pune,Kharadi,1500,Apartment,8,5.21,6,10000,1.5,37500
Pune,Kharadi,2000,Apartment,13,7.84,5,13000,2.6,65000
Pune,Kharadi,3000,Apartment,10,3.79,5,19000,5.7,142500
Pune,Kharadi,900,Villa,9,6.97,5,9500,0.85,21375
Pune,Kharadi,2000,Villa,4,7.11,7,21000,4.2,105000
Pune,Kharadi,1800,Apartment,12,0.4,5,10000,1.8,45000
Pune,Kharadi,1500,Apartment,7,7.03,8,10000,1.5,37500
Pune,Kharadi,3000,Villa,24,7.73,5,22000,6.6,165000
Pune,Kharadi,1800,Villa,1,3.15,8,19500,3.51,87750
Pune,Kharadi,3000,Apartment,13,4.63,8,19500,5.85,146250
Pune,Kharadi,750,Apartment,13,9.88,5,6000,0.45,11250
Pune,Kharadi,1800,Apartment,17,2.48,6,11500,2.07,51750
Pune,Kharadi,3000,Apartment,20,9.18,7,17500,5.25,131250
Pune,Kharadi,3000,Villa,13,1.82,5,27000,8.1,202500
Pune,Kharadi,3500,Apartment,16,2.96,6,21500,7.53,188125
Pune,Kharadi,2200,Apartment,17,4.9,6,13500,2.97,74250
Pune,Kharadi,3000,Villa,13,8.92,5,22000,6.6,165000
Pune,Kharadi,750,Villa,14,5.82,10,8000,0.6,15000
Pune,Kharadi,1350,Apartment,0,0.8,8,13500,1.82,45562
Pune,Kharadi,1800,Villa,19,2.56,10,12500,2.25,56250
Pune,Kharadi,2200,Apartment,11,2.06,9,14000,3.08,77000
Pune,Kharadi,3000,Apartment,9,5.19,6,17500,5.25,131250
Pune,Kharadi,3000,Apartment,18,4.8,7,15000,4.5,112500
Pune,Kharadi,1000,Apartment,12,1.59,6,7000,0.7,17500
Pune,Kharadi,3000,Villa,8,7.83,6,29000,8.7,217500
Pune,Kharadi,3000,Villa,16,8.14,10,23500,7.05,176250
Pune,Kharadi,2200,Villa,20,6.55,10,18000,3.96,99000
Pune,Kharadi,2500,Apartment,8,8.39,10,19500,4.88,121875
Pune,Kharadi,2000,Apartment,10,4.75,8,14500,2.9,72500
Pune,Kharadi,3000,Apartment,10,5.43,10,19000,5.7,142500
Pune,Kharadi,1200,Apartment,20,1.09,9,7000,0.84,21000
Pune,Kharadi,2500,Apartment,0,4.52,10,19500,4.88,121875
Pune,Kharadi,1350,Villa,13,1.59,8,11500,1.55,38812
Pune,Kharadi,3000,Apartment,2,7.01,9,20500,6.15,153750
Pune,Kharadi,900,Villa,21,1.31,10,8000,0.72,18000
Pune,Kharadi,1200,Villa,11,1.71,9,12500,1.5,37500
Pune,Kharadi,2200,Apartment,12,4.83,10,15000,3.3,82500
Pune,Kharadi,750,Villa,3,1.34,7,10000,0.75,18750
Pune,Kharadi,1500,Apartment,14,8.33,6,10000,1.5,37500
Pune,Kharadi,750,Villa,24,6.37,10,6000,0.45,11250
Pune,Kharadi,2200,Apartment,6,4.04,9,15000,3.3,82500
Pune,Kharadi,3500,Apartment,9,9.45,6,24000,8.4,210000
Pune,Kharadi,2500,Apartment,11,7.19,7,16500,4.12,103125
Pune,Kharadi,2500,Apartment,22,1.39,5,12000,3.0,75000
Pune,Kharadi,1500,Villa,20,6.5,5,13500,2.02,50625
Pune,Kharadi,1800,Villa,18,3.61,6,15500,2.79,69750
Pune,Kharadi,3000,Apartment,6,0.54,5,20000,6.0,150000
Pune,Kharadi,3000,Apartment,4,7.06,6,22000,6.6,165000
Pune,Kharadi,1800,Apartment,18,9.75,9,11000,1.98,49500
Pune,Kharadi,1800,Apartment,6,9.76,10,14500,2.61,65250
Pune,Kharadi,3500,Villa,17,1.54,10,30500,10.68,266875
Pune,Kharadi,3000,Apartment,14,6.61,8,17000,5.1,127500
Pune,Kharadi,3500,Apartment,21,3.81,7,17500,6.12,153125
Pune,Kharadi,2500,Villa,13,8.32,5,21500,5.38,134375
Pune,Kharadi,3500,Villa,16,0.83,8,32000,11.2,280000
Pune,Kharadi,2200,Apartment,16,4.44,10,14000,3.08,77000
Pune,Kharadi,1500,Villa,1,6.52,8,17500,2.62,65625
Pune,Kharadi,3000,Villa,14,3.32,5,24000,7.2,180000
Pune,Kharadi,2200,Villa,6,9.73,5,22500,4.95,123750
Pune,Kharadi,3000,Apartment,25,3.79,10,11500,3.45,86250
Pune,Kharadi,1500,Villa,22,6.92,5,11500,1.73,43125
Pune,Kharadi,1800,Apartment,6,6.72,7,12000,2.16,54000
Pune,Kharadi,2000,Apartment,2,3.36,5,16500,3.3,82500
Pune,Kharadi,2500,Apartment,13,1.51,9,15000,3.75,93750
Pune,Kharadi,3500,Villa,10,6.1,6,31500,11.03,275625
Pune,Kharadi,1200,Apartment,15,8.74,7,8000,0.96,24000
Pune,Kharadi,900,Apartment,10,4.76,5,7500,0.68,16875
Pune,Kharadi,3000,Villa,19,1.05,5,25000,7.5,187500
Pune,Kharadi,3500,Apartment,14,2.67,5,21000,7.35,183750
Pune,Kharadi,900,Villa,1,4.39,7,11500,1.03,25875
Pune,Kharadi,3500,Apartment,2,2.17,5,21500,7.53,188125
Pune,Kharadi,2500,Villa,1,1.29,9,27000,6.75,168750
Pune,Kharadi,3500,Apartment,13,3.62,5,22500,7.88,196875
Pune,Kharadi,3500,Apartment,1,5.6,7,25500,8.93,223125
Pune,Kharadi,2200,Apartment,12,5.95,9,13500,2.97,74250
Pune,Kharadi,2500,Apartment,7,2.11,8,16500,4.12,103125
Pune,Kharadi,2200,Villa,14,0.85,9,19000,4.18,104500
Pune,Kharadi,3000,Villa,3,6.0,10,31000,9.3,232500
Pune,Kharadi,3500,Apartment,25,8.25,8,15000,5.25,131250
Pune,Kharadi,3000,Apartment,10,3.47,5,20500,6.15,153750
Pune,Kharadi,1200,Apartment,0,2.96,9,9000,1.08,27000
Pune,Kharadi,1500,Apartment,18,0.56,10,9500,1.43,35625
Pune,Kharadi,3000,Villa,8,5.93,8,31500,9.45,236250
Pune,Kharadi,2500,Villa,23,7.49,6,16500,4.12,103125
Pune,Kharadi,1800,Apartment,4,3.72,5,14000,2.52,63000
Pune,Kharadi,1200,Villa,9,1.52,9,13000,1.56,39000
Pune,Kharadi,3500,Villa,24,8.63,7,22000,7.7,192500
Pune,Kharadi,3000,Apartment,17,9.64,6,15000,4.5,112500
Pune,Kharadi,2500,Villa,9,1.32,7,25000,6.25,156250
Pune,Kharadi,2200,Apartment,0,8.18,5,19500,4.29,107250
Pune,Kharadi,1800,Apartment,16,7.88,8,12000,2.16,54000
Pune,Kharadi,2200,Apartment,6,7.12,10,16500,3.63,90750
Pune,Kharadi,1500,Apartment,25,3.08,7,8000,1.2,30000
Pune,Kharadi,1500,Villa,21,6.51,10,12500,1.88,46875
Pune,Kharadi,3500,Villa,14,0.62,9,29000,10.15,253750
Pune,Kharadi,3000,Villa,10,5.92,8,28500,8.55,213750
Pune,Kharadi,2000,Apartment,5,2.01,8,13500,2.7,67500
Pune,Kharadi,900,Apartment,15,2.58,5,6500,0.58,14625
Pune,Kharadi,3500,Apartment,7,2.35,8,22500,7.88,196875
Pune,Kharadi,3500,Apartment,6,1.7,8,23000,8.05,201250
Pune,Kharadi,2000,Villa,25,9.14,6,16000,3.2,80000
Pune,Kharadi,2200,Apartment,5,1.72,7,14500,3.19,79750
Pune,Kharadi,750,Villa,2,1.82,5,10000,0.75,18750
Pune,Kharadi,3000,Apartment,3,6.93,7,24000,7.2,180000
Pune,Kharadi,2500,Villa,6,3.3,5,26000,6.5,162500
Pune,Kharadi,750,Apartment,6,4.65,7,6500,0.49,12187
Pune,Kharadi,1350,Villa,7,3.13,10,14500,1.96,48937
Pune,Kharadi,1350,Apartment,10,3.16,6,10500,1.42,35437
Pune,Kharadi,1500,Apartment,0,2.75,7,10500,1.57,39375
Pune,Kharadi,1200,Apartment,0,9.18,8,10500,1.26,31500
Pune,Kharadi,3500,Apartment,25,1.3,7,15500,5.42,135625
Pune,Kharadi,1500,Villa,9,6.67,6,15500,2.33,58125
Pune,Kharadi,2200,Villa,25,9.47,10,16000,3.52,88000
Pune,Kharadi,1350,Villa,16,6.87,10,11500,1.55,38812
Pune,Kharadi,1000,Apartment,3,3.25,6,8000,0.8,20000
Pune,Kharadi,1500,Villa,6,1.2,10,18000,2.7,67500
Pune,Kharadi,2200,Villa,10,1.67,10,20500,4.51,112750
Pune,Kharadi,1800,Apartment,1,1.56,9,13000,2.34,58500
Pune,Kharadi,2000,Apartment,25,1.25,7,10500,2.1,52500
Pune,Kharadi,1800,Villa,1,1.92,6,23000,4.14,103500
Pune,Kharadi,3000,Villa,18,5.51,6,21000,6.3,157500
Pune,Kharadi,1000,Villa,25,6.87,10,8500,0.85,21250
Pune,Kharadi,3000,Apartment,2,2.88,9,24000,7.2,180000
Pune,Kharadi,2200,Villa,24,0.68,8,17000,3.74,93500
Pune,Kharadi,3000,Apartment,14,5.82,7,17500,5.25,131250
Pune,Kharadi,2200,Villa,16,8.37,10,20500,4.51,112750
Pune,Kharadi,2500,Villa,15,9.81,9,23500,5.88,146875
Pune,Kharadi,2200,Apartment,20,9.86,6,11000,2.42,60500
Pune,Kharadi,1500,Villa,6,8.05,6,17500,2.62,65625
Pune,Kharadi,2200,Villa,6,1.34,8,23000,5.06,126500
Pune,Kharadi,2200,Apartment,18,4.01,7,12500,2.75,68750
Pune,Kharadi,1800,Apartment,17,6.42,6,9500,1.71,42750
Pune,Kharadi,1000,Villa,9,3.31,9,9500,0.95,23750
Pune,Kharadi,2200,Apartment,7,7.69,8,15500,3.41,85250
Pune,Kharadi,3000,Villa,19,7.45,8,23000,6.9,172500
Pune,Kharadi,2500,Villa,14,2.75,8,21500,5.38,134375
Pune,Kharadi,2200,Villa,25,9.15,7,15000,3.3,82500
Pune,Kharadi,1800,Apartment,12,6.44,6,11000,1.98,49500
Pune,Kharadi,2500,Villa,7,7.28,10,26500,6.62,165625
Pune,Kharadi,1000,Apartment,11,0.57,7,8000,0.8,20000
Pune,Kharadi,3000,Apartment,16,1.72,7,15000,4.5,112500
Pune,Kharadi,1500,Apartment,3,8.28,5,12500,1.88,46875
Pune,Kharadi,2200,Apartment,1,4.23,7,15000,3.3,82500
Pune,Kharadi,1500,Villa,21,6.08,7,12000,1.8,45000
Pune,Kharadi,2000,Villa,23,8.25,6,15500,3.1,77500
Pune,Kharadi,3500,Apartment,19,9.99,10,17000,5.95,148750
Pune,Kharadi,3000,Apartment,8,6.73,7,18500,5.55,138750
Pune,Kharadi,1800,Villa,11,9.66,8,17500,3.15,78750
Pune,Kharadi,3000,Apartment,24,8.01,8,15000,4.5,112500
